Threshold,FAR,FRR
0.308,0.118881,0.552222
0.309,0.118881,0.550323
0.31,0.119489,0.548804
0.311,0.120097,0.548424
0.312,0.120401,0.547284
0.313,0.121313,0.544246
0.314,0.12253,0.543107
0.315,0.122834,0.542347
0.316,0.123746,0.541588
0.317,0.124354,0.540828
0.318,0.124962,0.540448
0.319,0.125266,0.540068
0.32,0.125874,0.540068
0.321,0.126482,0.539689
0.322,0.126786,0.538169
0.323,0.127698,0.53665
0.324,0.128306,0.53627
0.325,0.128611,0.533992
0.326,0.129219,0.533232
0.327,0.129523,0.532852
0.328,0.130739,0.532852
0.329,0.131043,0.532472
0.33,0.131955,0.530573
0.331,0.132259,0.528675
0.332,0.133171,0.527155
0.333,0.134691,0.525636
0.334,0.134995,0.524877
0.335,0.135299,0.524117
0.336,0.136212,0.521458
0.337,0.13682,0.519559
0.338,0.137124,0.51766
0.339,0.137732,0.516521
0.34,0.138036,0.513483
0.341,0.138644,0.512343
0.342,0.138644,0.511584
0.343,0.138948,0.511204
0.344,0.139252,0.510444
0.345,0.139556,0.509685
0.346,0.13986,0.508545
0.347,0.141076,0.507786
0.348,0.141684,0.507406
0.349,0.141988,0.507406
0.35,0.142597,0.505127
0.351,0.143205,0.503988
0.352,0.144725,0.502848
0.353,0.144725,0.501709
0.354,0.145029,0.50057
0.355,0.145029,0.498291
0.356,0.145637,0.497152
0.357,0.145941,0.496012
0.358,0.146245,0.496012
0.359,0.146549,0.493354
0.36,0.147157,0.492214
0.361,0.147157,0.491075
0.362,0.148373,0.489935
0.363,0.148981,0.489556
0.364,0.149894,0.487277
0.365,0.150806,0.486517
0.366,0.150806,0.486137
0.367,0.151718,0.484618
0.368,0.15263,0.483859
0.369,0.153238,0.483859
0.37,0.153542,0.48234
0.371,0.154454,0.4812
0.372,0.154758,0.480441
0.373,0.155366,0.478542
0.374,0.155366,0.474364
0.375,0.156279,0.473604
0.376,0.158103,0.472465
0.377,0.159319,0.471705
0.378,0.159319,0.470186
0.379,0.159319,0.469427
0.38,0.160231,0.466768
0.381,0.160231,0.466008
0.382,0.160535,0.466008
0.383,0.162055,0.464489
0.384,0.162359,0.46259
0.385,0.162967,0.461071
0.386,0.164488,0.460311
0.387,0.1654,0.458033
0.388,0.166312,0.456893
0.389,0.167224,0.455754
0.39,0.168744,0.455374
0.391,0.169656,0.453095
0.392,0.170873,0.451576
0.393,0.171481,0.448918
0.394,0.172393,0.447778
0.395,0.172393,0.446639
0.396,0.173913,0.445879
0.397,0.174521,0.44398
0.398,0.175433,0.443221
0.399,0.176041,0.442461
0.4,0.176649,0.441701
0.401,0.177562,0.440942
0.402,0.17817,0.439423
0.403,0.178474,0.438663
0.404,0.179082,0.436384
0.405,0.180298,0.434485
0.406,0.182122,0.432966
0.407,0.18273,0.432207
0.408,0.184251,0.430687
0.409,0.185467,0.429928
0.41,0.185771,0.429168
0.411,0.186075,0.428029
0.412,0.186987,0.42537
