Threshold,FAR,FRR
0.403,0.553503,0.104444
0.404,0.554549,0.103304
0.405,0.555594,0.102545
0.406,0.55664,0.101785
0.407,0.557337,0.100266
0.408,0.557686,0.099506
0.409,0.558034,0.099506
0.41,0.558034,0.098747
0.411,0.55908,0.098747
0.412,0.559428,0.097987
0.413,0.559777,0.097227
0.414,0.560474,0.096088
0.415,0.561171,0.095708
0.416,0.561868,0.095329
0.417,0.562914,0.094189
0.418,0.563262,0.094189
0.419,0.56396,0.094189
0.42,0.565354,0.094189
0.421,0.566051,0.094189
0.422,0.566051,0.09343
0.423,0.566399,0.09343
0.424,0.567794,0.09305
0.425,0.569188,0.09229
0.426,0.569885,0.09229
0.427,0.570234,0.09191
0.428,0.571279,0.091531
0.429,0.572325,0.091531
0.43,0.573022,0.091151
0.431,0.573371,0.090771
0.432,0.574068,0.090391
0.433,0.574068,0.089632
0.434,0.575113,0.088492
0.435,0.575462,0.088112
0.436,0.57581,0.088112
0.437,0.576159,0.087733
0.438,0.577205,0.087353
0.439,0.577553,0.086973
0.44,0.57825,0.086213
0.441,0.579296,0.085454
0.442,0.579993,0.084694
0.443,0.581039,0.083935
0.444,0.58313,0.083935
0.445,0.58313,0.083935
0.446,0.583479,0.083935
0.447,0.584176,0.083555
0.448,0.584524,0.083555
0.449,0.584873,0.083175
0.45,0.585221,0.082415
0.451,0.586964,0.082036
0.452,0.587313,0.081276
0.453,0.588358,0.080896
0.454,0.589404,0.080137
0.455,0.589753,0.080137
0.456,0.59045,0.079377
0.457,0.590798,0.078618
0.458,0.590798,0.078238
0.459,0.591147,0.078238
0.46,0.591844,0.077858
0.461,0.592541,0.077858
0.462,0.593587,0.077858
0.463,0.593935,0.077478
0.464,0.594632,0.076719
0.465,0.595678,0.076339
0.466,0.596375,0.076339
0.467,0.597072,0.075959
0.468,0.598815,0.075579
0.469,0.598815,0.075579
0.47,0.599163,0.075199
0.471,0.600558,0.075199
0.472,0.6023,0.075199
0.473,0.602998,0.075199
0.474,0.603346,0.075199
0.475,0.603695,0.075199
0.476,0.604043,0.07482
0.477,0.604392,0.07444
0.478,0.605437,0.07406
0.479,0.606483,0.07368
0.48,0.606832,0.07368
0.481,0.606832,0.07368
0.482,0.607529,0.0733
0.483,0.609272,0.072541
0.484,0.609969,0.071781
0.485,0.610317,0.071781
0.486,0.611711,0.071401
0.487,0.612409,0.071401
0.488,0.612757,0.070642
0.489,0.614151,0.070262
0.49,0.615545,0.068743
0.491,0.616243,0.068743
0.492,0.61694,0.068743
0.493,0.617288,0.068363
0.494,0.617288,0.067983
0.495,0.618334,0.067983
0.496,0.619728,0.067983
0.497,0.620425,0.067603
0.498,0.620774,0.067603
0.499,0.621471,0.067603
0.5,0.622517,0.067603
0.501,0.623214,0.067224
0.502,0.623562,0.066844
